序号	分级	字	繁体字	异体字	汉语拼音	笔画数	笔画分组	通用字分组	简化字总表（1986版）
7526	三级	赗	賵		fèng	十三画	 	 	第三表（贝）
7527	三级	骱			jiè	十三画	 	 	
7528	三级	锖	錆		qiāng	十三画	丿	通用字	
7529	三级	𫓹	錤		jī	十三画	 	 	
7530	三级	锘	鍩		nuò	十三画	丿	通用字	第三表（钅）
7531	三级	锳	鍈		yīng	十三画	 	 	
7532	三级	锧	鑕		zhì	十三画	丿	通用字	第三表（质）、第三表（钅）
7533	三级	锪	鍃		huò	十三画	丿	通用字	
7534	三级	𬭚	錞		chún,duì	十三画	 	 	
7535	三级	锫	錇		péi	十三画	丿	通用字	第三表（钅）
7536	三级	锬	錟		tán	十三画	丿	通用字	
7537	三级	𬭛	𨨏		bō	十三画	 	 	
7538	三级	稑			lù	十三画	 	 	
7539	三级	稙			zhī	十三画	 	 	
7540	三级	䅟	穇		cǎn	十三画	 	 	第三表（参）
7541	三级	𬕂	篢		lǒng	十三画	 	 	
7542	三级	筻			gàng	十三画	丿	通用字	
7543	三级	筼	篔		yún	十三画	丿	通用字	
7544	三级	筶			gào	十三画	 	 	
7545	三级	筦			guǎn	十三画	 	 	
7546	三级	筤			láng	十三画	 	 	
7547	三级	傺			chì	十三画	 	 	
7548	三级	鹎	鵯		bēi	十三画	丿	通用字	
7549	三级	僇			lù	十三画	丿	通用字	
7550	三级	艅			yú	十三画	 	 	
7551	三级	艉			wěi	十三画	 	 	
7552	三级	谼			hóng	十三画	 	 	
7553	三级	貆			huán	十三画	 	 	
7554	三级	腽			wà	十三画	丿	通用字	
7555	三级	腨			shuàn	十三画	 	 	
7556	三级	腯			tú	十三画	 	 	
7557	三级	鲉	鮋		yóu	十三画	丿	通用字	
7558	三级	鲊	鮓		zhǎ,zhà	十三画	丿	通用字	第三表（鱼）
7559	三级	鲌	鮊		bó,bà	十三画	丿	通用字	
7560	三级	䲟	鮣		yìn	十三画	 	 	第三表（鱼）
7561	三级	𬶋	鮈		jū	十三画	 	 	
7562	三级	𬶍	鮀		tuó	十三画	 	 	
7563	三级	鲏	鮍		pí	十三画	丿	通用字	第三表（鱼）
7564	三级	雊			gòu	十三画	 	 	
7565	三级	猺			yáo	十三画	 	 	
7566	三级	飔	颸		sī	十三画	丿	通用字	第三表（风）
7567	三级	觟			huà	十三画	 	 	
7568	三级	𦝼	膢		lóu,lǘ	十三画	 	 	
7569	三级	馌	饁		yè	十三画	丿	通用字	
7570	三级	裛			yì	十三画	 	 	
7571	三级	廒			áo	十三画	丶	通用字	
7572	三级	瘀			yū	十三画	 	 	
7573	三级	瘅	癉		dàn,dān	十三画	丶	通用字	第三表（单）
7574	三级	鄘			yōng	十三画	丶	通用字	
7575	三级	鹒	鶊		gēng	十三画	 	 	第三表（鸟）
